G,Date,Age,Tm,game_location,Opp,game_result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,FTR,hAST%,TOV%,AST-TOV,DREB%,OREB%,POSS,Year_Number,GmSc-Per-PTS,GmSc-Per-FT,FTR-Per-FGA,PTS-Per-TOV,PTS-Per-POSS,game_result-Per-PTS,PER,PER-Per-PTS,STLS-and-BLKS,STL-BLK-Per-PF,Won,High-3P%-Shooting,High-FG%-Shooting,Over-3-BLKs-and-STLs,Played-Above-Avg-Min,Above-Avg-FT%,Career-Stage,Above-Avg-PTS-Per-POSS,More-BLKs-Than-STLs,More-AST-Than-TOV,PTS-Cat,2P,2PA,2P%,2P%-Above-50%,More than 3 Fouls,FTR-Above-Avg,Less-Than-3-TOV,PTS-Per-Min,%-Avg,PER-Per-TOV,off_rating,off_rating_above_avg,More-Than-Avg-POSS,Above-Avg-GmSc
41,2004-01-26,19,CLE,True,ORL,1,True,29,7.0,19.0,0.368,1.0,2.0,0.5,1.0,2.0,0.5,0.0,5.0,5.0,3.0,0.0,2.0,3.0,4.0,16.0,5.5,-10.0,0.4010025062656642,0.05263157894736842,0.11560693641618495,0.11560693641618495,1.0,1.0,0.0,22.88,2,0.34375,5.5,0.002770083102493075,5.333333333333333,0.6993006993006994,0.0625,8.10896551724138,0.5068103448275862,2.0,0.6666666666666666,True,True,False,False,False,False,rising,False,True,False,below 20,6.0,17.0,0.35294117647058826,False,True,False,False,0.5517241379310345,0.42647058823529416,2.702988505747127,69.93006993006993,False,False,False
42,2004-01-28,19,CLE,True,MIA,1,True,44,10.0,25.0,0.4,0.0,1.0,0.0,7.0,10.0,0.7,0.0,5.0,5.0,4.0,2.0,1.0,1.0,1.0,27.0,17.9,2.0,0.45378151260504207,0.28,0.11510791366906475,0.02877697841726619,4.0,1.0,0.0,30.4,2,0.6629629629629629,2.557142857142857,0.011200000000000002,27.0,0.8881578947368421,0.037037037037037035,18.79654545454546,0.6961683501683503,3.0,3.0,True,False,False,False,True,False,rising,False,False,True,below 35,10.0,24.0,0.4166666666666667,False,False,False,True,0.6136363636363636,0.20833333333333334,18.79654545454546,88.81578947368422,False,True,False
43,2004-01-30,19,CLE,False,MIL,-6,True,37,7.0,25.0,0.28,1.0,6.0,0.16699999999999998,5.0,8.0,0.625,2.0,6.0,8.0,3.0,1.0,0.0,5.0,5.0,20.0,3.4,3.0,0.3472222222222222,0.2,0.08152173913043477,0.13586956521739132,0.6,0.75,0.25,31.52,2,0.16999999999999998,0.6799999999999999,0.008,4.0,0.6345177664974619,-0.3,2.455513513513521,0.12277567567567604,1.0,0.2,False,False,False,False,False,False,rising,False,False,False,below 35,6.0,19.0,0.3157894736842105,False,True,False,False,0.5405405405405406,0.24139473684210525,0.4911027027027042,63.45177664974619,False,True,False
44,2004-02-01,19,CLE,False,WAS,4,True,43,14.0,27.0,0.519,1.0,2.0,0.5,9.0,11.0,0.818,3.0,3.0,6.0,4.0,0.0,2.0,6.0,4.0,38.0,23.5,0.0,0.5896043444530643,0.3333333333333333,0.09473060982830077,0.14209591474245115,0.6666666666666666,0.5,0.5,34.84,2,0.618421052631579,2.6111111111111107,0.012345679012345678,6.333333333333332,1.0907003444316876,0.10526315789473684,25.88723255813953,0.6812429620563034,2.0,0.3333333333333333,True,True,True,False,True,True,rising,True,True,False,above 35,13.0,25.0,0.52,True,True,True,False,0.8837209302325582,0.51,4.314538759689921,109.07003444316877,True,True,True
45,2004-02-03,19,CLE,False,DET,3,True,38,5.0,19.0,0.263,0.0,1.0,0.0,2.0,2.0,1.0,1.0,3.0,4.0,6.0,2.0,0.0,1.0,2.0,12.0,6.7,-1.0,0.3007518796992481,0.10526315789473684,0.22263450834879409,0.03710575139146568,6.0,0.75,0.25,19.88,2,0.5583333333333333,3.35,0.00554016620498615,12.0,0.6036217303822938,0.25,7.513210526315789,0.6261008771929825,2.0,2.0,True,False,False,False,True,True,rising,False,False,True,below 20,5.0,18.0,0.2777777777777778,False,False,False,True,0.3157894736842105,0.1388888888888889,7.513210526315789,60.36217303822938,False,False,False
46,2004-02-04,19,CLE,True,LAL,-5,True,43,12.0,26.0,0.462,4.0,4.0,1.0,4.0,5.0,0.8,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,32.0,22.2,-2.0,0.5638766519823789,0.15384615384615385,0.12355212355212356,0.0,inf,1.0,0.0,28.2,2,0.69375,5.55,0.00591715976331361,0.0,1.1347517730496457,-0.15625,24.51425581395349,0.7660704941860467,0.0,0.0,False,True,False,False,True,True,rising,True,False,True,below 35,8.0,22.0,0.3636363636363637,False,False,False,True,0.7441860465116279,0.6818181818181819,0.0,113.47517730496455,True,True,False
47,2004-02-06,19,CLE,False,MIN,-11,True,44,6.0,18.0,0.333,1.0,3.0,0.333,1.0,4.0,0.25,1.0,8.0,9.0,5.0,0.0,0.0,3.0,2.0,14.0,5.4,-16.0,0.3517587939698493,0.05555555555555555,0.17921146953405018,0.10752688172043012,1.6666666666666667,0.8888888888888888,0.1111111111111111,21.76,2,0.3857142857142857,5.4,0.00308641975308642,4.666666666666667,0.6433823529411764,-0.7857142857142857,4.947749999999998,0.3534107142857142,0.0,0.0,False,False,False,False,True,False,rising,False,False,True,below 20,5.0,15.0,0.3333333333333333,False,False,False,False,0.3181818181818182,0.33316666666666667,1.6492499999999994,64.33823529411764,False,False,False
48,2004-02-07,19,CLE,True,WAS,-18,True,34,6.0,16.0,0.375,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,6.0,4.0,1.0,3.0,2.0,14.0,10.3,-24.0,0.4129793510324484,0.125,0.23121387283236994,0.11560693641618495,2.0,,,19.88,2,0.7357142857142858,5.15,0.0078125,4.666666666666667,0.7042253521126761,-1.2857142857142858,14.236794117647069,1.016913865546219,5.0,1.6666666666666667,False,False,False,True,False,True,rising,False,False,True,below 20,6.0,16.0,0.375,False,False,False,False,0.4117647058823529,0.1875,4.74559803921569,70.42253521126761,False,False,False
49,2004-02-09,19,CLE,True,BOS,8,True,43,9.0,25.0,0.36,1.0,6.0,0.16699999999999998,5.0,6.0,0.833,0.0,6.0,6.0,3.0,2.0,1.0,1.0,3.0,24.0,14.1,19.0,0.43087971274685816,0.2,0.09419152276295133,0.031397174254317116,3.0,1.0,0.0,28.64,2,0.5875,2.82,0.008,24.0,0.8379888268156425,0.3333333333333333,15.020441860465114,0.6258517441860465,3.0,3.0,True,False,False,False,True,True,rising,False,False,True,below 35,8.0,19.0,0.42105263157894735,False,False,False,True,0.5581395348837209,0.2940263157894737,15.020441860465114,83.79888268156425,False,True,False
50,2004-02-11,19,CLE,True,NJN,-20,True,29,2.0,13.0,0.154,0.0,1.0,0.0,5.0,5.0,1.0,1.0,1.0,2.0,5.0,1.0,0.0,5.0,0.0,9.0,1.2,-12.0,0.2926829268292683,0.38461538461538464,0.19704433497536947,0.19704433497536947,1.0,0.5,0.5,19.2,2,0.13333333333333333,0.24,0.02958579881656805,1.8,0.46875,-2.2222222222222223,-0.4603793103448256,-0.051153256704980624,1.0,0.2,False,False,False,False,False,True,rising,False,False,False,below 20,2.0,12.0,0.16666666666666666,False,False,True,False,0.3103448275862069,0.08333333333333333,-0.09207586206896512,46.875,False,False,False
51,2004-02-18,19,CLE,True,DAL,-16,True,33,6.0,12.0,0.5,0.0,0.0,0.0,4.0,4.0,1.0,2.0,2.0,4.0,9.0,0.0,1.0,5.0,2.0,16.0,13.2,-15.0,0.5755395683453237,0.3333333333333333,0.3225806451612903,0.17921146953405018,1.8,0.5,0.5,16.759999999999998,2,0.825,3.3,0.027777777777777776,3.2,0.9546539379474942,-1.0,18.87709090909091,1.179818181818182,1.0,0.2,False,False,False,False,False,True,rising,False,True,True,below 20,6.0,12.0,0.5,False,False,True,False,0.48484848484848486,0.25,3.775418181818182,95.46539379474942,False,False,False
52,2004-02-20,19,CLE,True,SAS,2,True,39,14.0,23.0,0.609,0.0,0.0,0.0,4.0,4.0,1.0,2.0,9.0,11.0,2.0,2.0,1.0,2.0,0.0,32.0,27.7,3.0,0.642570281124498,0.17391304347826084,0.06920415224913495,0.06920415224913495,1.0,0.8181818181818182,0.18181818181818185,24.76,2,0.865625,6.925,0.007561436672967864,16.0,1.292407108239095,0.0625,34.78710256410257,1.0870969551282053,3.0,1.5,True,False,True,False,True,True,rising,True,False,False,below 35,14.0,23.0,0.6086956521739131,True,False,False,True,0.8205128205128205,0.30434782608695654,17.393551282051284,129.24071082390952,True,False,True
53,2004-02-22,19,CLE,False,NYK,6,True,43,7.0,20.0,0.35,0.0,0.0,0.0,8.0,12.0,0.667,1.0,4.0,5.0,3.0,1.0,0.0,1.0,2.0,22.0,12.4,11.0,0.42801556420233466,0.4,0.101010101010101,0.03367003367003367,3.0,0.8,0.2,25.28,2,0.5636363636363636,1.55,0.02,22.0,0.8702531645569621,0.2727272727272727,12.883651162790695,0.5856205073995772,1.0,1.0,True,False,False,False,True,False,rising,False,False,True,below 35,7.0,20.0,0.35,False,False,True,True,0.5116279069767442,0.175,12.883651162790695,87.0253164556962,False,False,False
54,2004-02-23,19,CLE,True,NOH,4,True,36,7.0,16.0,0.438,1.0,5.0,0.2,6.0,6.0,1.0,0.0,4.0,4.0,6.0,2.0,5.0,1.0,3.0,21.0,21.3,4.0,0.5570291777188329,0.375,0.23210831721470015,0.03868471953578336,6.0,1.0,0.0,19.64,2,1.0142857142857142,3.5500000000000003,0.0234375,21.0,1.0692464358452138,0.19047619047619047,29.075055555555558,1.384526455026455,7.0,7.0,True,False,False,True,False,True,rising,True,True,True,below 35,6.0,11.0,0.5454545454545454,True,False,True,True,0.5833333333333334,0.3727272727272727,29.075055555555558,106.92464358452138,True,False,False
55,2004-02-25,19,CLE,False,HOU,-6,True,38,5.0,18.0,0.278,0.0,2.0,0.0,1.0,3.0,0.333,2.0,5.0,7.0,5.0,2.0,1.0,2.0,1.0,11.0,6.3,-5.0,0.2831402831402831,0.05555555555555555,0.1892147587511826,0.07568590350047304,2.5,0.7142857142857143,0.2857142857142857,19.32,2,0.5727272727272728,6.3,0.00308641975308642,5.5,0.5693581780538303,-0.5454545454545454,7.212078947368418,0.6556435406698562,3.0,1.5,False,False,False,False,True,False,rising,False,False,True,below 20,5.0,16.0,0.3125,False,False,False,True,0.2894736842105263,0.15625,3.606039473684209,56.935817805383024,False,False,False
56,2004-02-27,19,CLE,False,ORL,5,True,49,11.0,19.0,0.579,1.0,1.0,1.0,7.0,8.0,0.875,1.0,10.0,11.0,3.0,3.0,1.0,5.0,1.0,30.0,24.8,7.0,0.6578947368421052,0.3684210526315789,0.0974025974025974,0.16233766233766234,0.6,0.9090909090909092,0.09090909090909093,26.52,2,0.8266666666666667,3.542857142857143,0.01939058171745152,6.0,1.1312217194570136,0.16666666666666666,24.39967346938776,0.813322448979592,4.0,0.8,True,True,True,True,True,True,rising,True,False,False,below 35,10.0,18.0,0.5555555555555556,True,False,True,False,0.6122448979591837,0.7777777777777778,4.879934693877552,113.12217194570135,True,True,True
57,2004-03-01,19,CLE,False,CHI,-11,True,40,7.0,17.0,0.412,0.0,2.0,0.0,4.0,6.0,0.667,0.0,3.0,3.0,3.0,4.0,1.0,3.0,2.0,18.0,12.0,-4.0,0.4534005037783375,0.2352941176470588,0.11605415860735008,0.11605415860735008,1.0,1.0,0.0,22.64,2,0.6666666666666666,3.0,0.01384083044982699,6.0,0.7950530035335689,-0.6111111111111112,14.088975000000005,0.7827208333333335,5.0,1.6666666666666667,False,False,False,True,True,False,rising,False,False,False,below 20,7.0,15.0,0.4666666666666667,False,False,False,False,0.45,0.23333333333333334,4.696325000000002,79.50530035335689,False,False,False
58,2004-03-03,19,CLE,True,ATL,32,True,27,9.0,17.0,0.529,1.0,2.0,0.5,5.0,6.0,0.833,1.0,6.0,7.0,3.0,1.0,1.0,1.0,0.0,24.0,20.6,22.0,0.6045340050377833,0.29411764705882354,0.12578616352201258,0.04192872117400419,3.0,0.8571428571428571,0.14285714285714285,19.64,2,0.8583333333333334,4.12,0.017301038062283742,24.0,1.2219959266802445,1.3333333333333333,36.89681481481482,1.5373672839506174,2.0,2.0,True,True,True,False,False,True,rising,True,False,True,below 35,8.0,15.0,0.5333333333333333,True,False,False,True,0.8888888888888888,0.5166666666666666,36.89681481481482,122.19959266802444,True,False,False
59,2004-03-05,19,CLE,False,NOH,3,True,37,7.0,17.0,0.412,2.0,2.0,1.0,3.0,4.0,0.75,2.0,4.0,6.0,4.0,2.0,0.0,4.0,5.0,19.0,10.9,1.0,0.5026455026455027,0.17647058823529413,0.14869888475836432,0.14869888475836432,1.0,0.6666666666666666,0.3333333333333333,20.76,2,0.5736842105263158,3.633333333333333,0.010380622837370243,4.75,0.9152215799614642,0.15789473684210525,13.937297297297304,0.7335419630156474,2.0,0.5,True,True,False,False,False,True,rising,False,False,False,below 20,5.0,15.0,0.3333333333333333,False,True,False,False,0.5135135135135135,0.6666666666666666,3.484324324324326,91.52215799614643,False,False,False
60,2004-03-06,19,CLE,True,MIL,9,True,42,11.0,24.0,0.458,0.0,3.0,0.0,2.0,3.0,0.667,2.0,5.0,7.0,10.0,4.0,1.0,2.0,3.0,24.0,22.6,9.0,0.47197640117994105,0.08333333333333333,0.26720106880427524,0.05344021376085505,5.0,0.7142857142857143,0.2857142857142857,25.32,2,0.9416666666666668,11.3,0.003472222222222222,12.0,0.9478672985781992,0.375,26.26871428571429,1.0945297619047625,5.0,2.5,True,False,False,True,True,False,rising,False,False,True,below 35,11.0,21.0,0.5238095238095238,True,False,False,True,0.5714285714285714,0.2619047619047619,13.134357142857144,94.7867298578199,False,False,True
61,2004-03-08,19,CLE,False,ATL,6,True,45,11.0,23.0,0.478,1.0,4.0,0.25,11.0,13.0,0.846,2.0,4.0,6.0,7.0,1.0,0.0,2.0,1.0,34.0,27.6,11.0,0.5826906598114824,0.4782608695652174,0.183366077275704,0.05239030779305829,3.5,0.6666666666666666,0.3333333333333333,28.72,2,0.8117647058823529,2.5090909090909093,0.020793950850661626,17.0,1.1838440111420614,0.17647058823529413,29.121688888888887,0.8565202614379084,1.0,0.5,True,False,False,False,True,True,rising,True,False,True,below 35,10.0,19.0,0.5263157894736842,True,False,True,True,0.7555555555555555,0.3881578947368421,14.560844444444443,118.38440111420613,True,True,True
62,2004-03-10,19,CLE,False,TOR,14,True,33,4.0,13.0,0.308,0.0,0.0,0.0,6.0,7.0,0.857,1.0,2.0,3.0,4.0,1.0,0.0,2.0,2.0,14.0,8.4,16.0,0.4287901990811639,0.4615384615384616,0.1791713325867861,0.08958566629339305,2.0,0.6666666666666666,0.3333333333333333,17.08,2,0.6,1.4,0.035502958579881665,7.0,0.8196721311475411,1.0,11.24169696969697,0.802978354978355,1.0,0.5,True,False,False,False,False,True,rising,False,False,True,below 20,4.0,13.0,0.3076923076923077,False,False,True,True,0.42424242424242425,0.15384615384615385,5.620848484848485,81.9672131147541,False,False,False
63,2004-03-14,19,CLE,True,IND,3,True,44,12.0,22.0,0.545,0.0,2.0,0.0,2.0,4.0,0.5,0.0,3.0,3.0,4.0,3.0,1.0,4.0,3.0,26.0,16.8,5.0,0.5439330543933055,0.09090909090909093,0.12539184952978058,0.12539184952978058,1.0,1.0,0.0,27.76,2,0.6461538461538462,8.4,0.004132231404958678,6.5,0.936599423631124,0.1153846153846154,18.389272727272736,0.7072797202797206,4.0,1.0,True,False,True,True,True,False,rising,False,False,False,below 35,12.0,20.0,0.6,True,False,False,False,0.5909090909090909,0.3,4.597318181818184,93.65994236311239,False,True,False
64,2004-03-16,19,CLE,True,CHI,24,True,32,5.0,16.0,0.313,2.0,3.0,0.667,5.0,8.0,0.625,3.0,2.0,5.0,8.0,0.0,5.0,4.0,1.0,17.0,14.0,24.0,0.4292929292929293,0.3125,0.2515723270440252,0.12578616352201258,2.0,0.4,0.6,20.52,2,0.8235294117647058,2.8,0.01953125,4.25,0.8284600389863548,1.4117647058823528,20.734812500000004,1.2196948529411766,5.0,1.25,True,True,False,True,False,False,rising,False,True,True,below 20,3.0,13.0,0.2307692307692308,False,False,False,False,0.53125,0.44888461538461544,5.183703125000001,82.84600389863547,False,False,False
65,2004-03-19,19,CLE,True,UTA,-9,True,34,4.0,14.0,0.28600000000000003,0.0,2.0,0.0,6.0,10.0,0.6,0.0,0.0,0.0,7.0,2.0,1.0,2.0,3.0,14.0,8.6,-2.0,0.37333333333333335,0.42857142857142855,0.25225225225225223,0.07207207207207207,3.5,,,20.4,2,0.6142857142857142,1.4333333333333331,0.030612244897959183,7.0,0.6862745098039216,-0.6428571428571429,11.260382352941177,0.8043130252100842,3.0,1.5,False,False,False,False,False,False,rising,False,False,True,below 20,4.0,12.0,0.3333333333333333,False,False,True,True,0.4117647058823529,0.16666666666666666,5.630191176470588,68.62745098039215,False,False,False
66,2004-03-21,19,CLE,True,DET,-20,True,36,5.0,17.0,0.294,1.0,4.0,0.25,4.0,5.0,0.8,2.0,5.0,7.0,3.0,0.0,2.0,4.0,4.0,15.0,5.5,-21.0,0.3870967741935484,0.2352941176470588,0.11374407582938388,0.15165876777251186,0.75,0.7142857142857143,0.2857142857142857,21.2,2,0.36666666666666653,1.375,0.01384083044982699,3.75,0.7075471698113208,-1.3333333333333333,6.343277777777772,0.4228851851851848,2.0,0.5,False,False,False,False,False,True,rising,False,True,False,below 20,4.0,13.0,0.3076923076923077,False,True,False,False,0.4166666666666667,0.27884615384615385,1.585819444444443,70.75471698113208,False,False,False
67,2004-03-23,19,CLE,True,PHO,-17,True,40,8.0,21.0,0.381,2.0,5.0,0.4,7.0,9.0,0.778,1.0,1.0,2.0,6.0,3.0,1.0,5.0,0.0,25.0,16.6,-12.0,0.4945598417408506,0.3333333333333333,0.16540317022742934,0.13783597518952448,1.2,0.5,0.5,28.96,2,0.664,2.3714285714285714,0.015873015873015872,5.0,0.8632596685082873,-0.68,19.060300000000005,0.7624120000000002,4.0,0.8,False,False,False,True,True,True,rising,False,False,True,below 35,6.0,16.0,0.375,False,False,True,False,0.625,0.3875,3.812060000000001,86.32596685082872,False,True,False
68,2004-03-26,19,CLE,False,PHI,-15,True,32,5.0,13.0,0.385,1.0,2.0,0.5,5.0,9.0,0.556,2.0,1.0,3.0,7.0,0.0,1.0,5.0,1.0,16.0,9.2,-24.0,0.463096960926194,0.38461538461538464,0.2391118701964133,0.1707941929974381,1.4,0.3333333333333333,0.6666666666666666,19.96,2,0.575,1.84,0.02958579881656805,3.2,0.8016032064128256,-0.9375,12.81265625,0.800791015625,1.0,0.2,False,True,False,False,False,False,rising,False,True,True,below 20,4.0,11.0,0.3636363636363637,False,False,True,False,0.5,0.4318181818181819,2.56253125,80.16032064128257,False,False,False
69,2004-03-27,19,CLE,True,NJN,3,True,43,15.0,29.0,0.517,1.0,2.0,0.5,10.0,10.0,1.0,2.0,4.0,6.0,13.0,3.0,0.0,2.0,1.0,41.0,39.0,10.0,0.6074074074074074,0.3448275862068966,0.26666666666666666,0.04102564102564103,6.5,0.6666666666666666,0.3333333333333333,33.4,2,0.951219512195122,3.9,0.011890606420927468,20.5,1.2275449101796407,0.07317073170731707,43.83555813953488,1.069159954622802,3.0,1.5,True,True,True,False,True,True,rising,True,False,True,above 35,14.0,27.0,0.5185185185185185,True,False,True,True,0.9534883720930233,0.5092592592592593,21.91777906976744,122.75449101796407,True,True,True
70,2004-03-29,19,CLE,False,SAS,-8,True,31,9.0,20.0,0.45,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,1.0,2.0,0.0,18.0,9.7,-14.0,0.45,0.0,0.15384615384615385,0.07692307692307693,2.0,1.0,0.0,22.0,2,0.5388888888888889,0.0,0.0,9.0,0.8181818181818182,-0.4444444444444444,14.245741935483865,0.7914301075268814,1.0,0.5,False,False,False,False,False,False,rising,False,True,True,below 20,9.0,19.0,0.4736842105263158,False,False,False,True,0.5806451612903226,0.2368421052631579,7.122870967741933,81.81818181818181,False,False,False
71,2004-03-30,19,CLE,False,DAL,-17,True,42,13.0,22.0,0.591,0.0,2.0,0.0,2.0,4.0,0.5,1.0,4.0,5.0,6.0,4.0,0.0,3.0,2.0,28.0,23.3,-10.0,0.5857740585774059,0.09090909090909093,0.182370820668693,0.0911854103343465,2.0,0.8,0.2,25.76,2,0.8321428571428572,11.65,0.004132231404958678,9.333333333333334,1.0869565217391304,-0.6071428571428571,27.220404761904764,0.9721573129251702,4.0,1.3333333333333333,False,False,True,True,True,False,rising,True,False,True,below 35,13.0,20.0,0.65,True,False,False,False,0.6666666666666666,0.325,9.073468253968255,108.69565217391303,True,True,True
72,2004-04-02,19,CLE,False,MIL,-18,True,36,9.0,19.0,0.474,0.0,0.0,0.0,2.0,2.0,1.0,0.0,7.0,7.0,7.0,5.0,0.0,5.0,3.0,20.0,16.1,-13.0,0.5012531328320802,0.10526315789473684,0.2190923317683881,0.1564945226917058,1.4,1.0,0.0,24.88,2,0.805,8.05,0.00554016620498615,4.0,0.8038585209003216,-0.9,21.365166666666674,1.0682583333333338,5.0,1.0,False,False,False,True,False,True,rising,False,False,True,below 35,9.0,19.0,0.4736842105263158,False,False,False,False,0.5555555555555556,0.2368421052631579,4.273033333333335,80.38585209003216,False,False,False
73,2004-04-03,19,CLE,True,GSW,-3,True,46,12.0,28.0,0.429,3.0,5.0,0.6,7.0,11.0,0.636,3.0,5.0,8.0,10.0,1.0,1.0,3.0,1.0,34.0,26.5,-3.0,0.5116629044394281,0.25,0.21633315305570575,0.06489994591671172,3.333333333333333,0.625,0.375,32.84,2,0.7794117647058824,3.7857142857142856,0.008928571428571428,11.333333333333336,1.0353227771010962,-0.08823529411764706,27.365195652173906,0.8048586956521737,2.0,0.6666666666666666,False,True,False,False,True,False,rising,False,False,True,below 35,9.0,23.0,0.39130434782608703,False,False,False,False,0.7391304347826086,0.4956521739130435,9.121731884057969,103.53227771010961,False,True,True
74,2004-04-06,19,CLE,True,TOR,-1,True,46,5.0,17.0,0.294,0.0,0.0,0.0,11.0,14.0,0.7859999999999999,1.0,5.0,6.0,4.0,3.0,0.0,3.0,2.0,21.0,14.1,2.0,0.4439746300211417,0.6470588235294118,0.1305057096247961,0.09787928221859707,1.3333333333333333,0.8333333333333334,0.16666666666666666,25.16,2,0.6714285714285714,1.2818181818181815,0.03806228373702422,7.0,0.834658187599364,-0.047619047619047616,13.725586956521747,0.6535993788819879,3.0,1.0,False,False,False,False,True,True,rising,False,False,True,below 35,5.0,17.0,0.29411764705882354,False,False,True,False,0.45652173913043476,0.14705882352941177,4.575195652173916,83.46581875993641,False,False,False
75,2004-04-07,19,CLE,False,MEM,-18,True,36,4.0,11.0,0.364,0.0,0.0,0.0,6.0,7.0,0.857,0.0,3.0,3.0,5.0,3.0,0.0,2.0,4.0,14.0,11.3,-11.0,0.4886561954624782,0.5454545454545454,0.2344665885111372,0.09378663540445488,2.5,1.0,0.0,16.08,2,0.8071428571428572,1.8833333333333333,0.049586776859504134,7.0,0.8706467661691544,-1.2857142857142858,14.805444444444444,1.057531746031746,3.0,1.5,False,False,False,False,False,True,rising,False,False,True,below 20,4.0,11.0,0.3636363636363637,False,True,True,True,0.3888888888888889,0.18181818181818185,7.402722222222222,87.06467661691543,False,False,False
76,2004-04-09,19,CLE,False,MIA,-15,True,42,6.0,14.0,0.429,1.0,1.0,1.0,11.0,15.0,0.733,1.0,6.0,7.0,8.0,1.0,0.0,8.0,2.0,24.0,15.3,-16.0,0.5680473372781065,0.7857142857142857,0.21548821548821548,0.21548821548821548,1.0,0.8571428571428571,0.14285714285714285,27.6,2,0.6375000000000001,1.3909090909090909,0.05612244897959184,3.0,0.8695652173913043,-0.625,16.234500000000004,0.6764375000000001,1.0,0.125,False,True,False,False,True,True,rising,False,False,False,below 35,5.0,13.0,0.38461538461538464,False,False,True,False,0.5714285714285714,0.6923076923076923,2.0293125000000005,86.95652173913044,False,True,False
77,2004-04-10,19,CLE,True,MIA,11,True,31,4.0,11.0,0.364,0.0,2.0,0.0,2.0,5.0,0.4,1.0,2.0,3.0,11.0,0.0,0.0,2.0,3.0,10.0,8.5,14.0,0.37383177570093457,0.18181818181818185,0.4170616113744076,0.07582938388625593,5.5,0.6666666666666666,0.3333333333333333,14.2,2,0.85,4.25,0.016528925619834708,5.0,0.7042253521126761,1.1,12.692322580645161,1.269232258064516,0.0,0.0,True,False,False,False,False,False,rising,False,False,True,below 20,4.0,9.0,0.4444444444444444,False,False,False,True,0.3225806451612903,0.2222222222222222,6.346161290322581,70.42253521126761,False,False,False
78,2004-04-12,19,CLE,True,MIL,4,True,45,9.0,20.0,0.45,1.0,4.0,0.25,8.0,11.0,0.727,1.0,6.0,7.0,9.0,2.0,0.0,1.0,1.0,27.0,24.8,11.0,0.535183349851338,0.4,0.25550035486160394,0.028388928317956,9.0,0.8571428571428571,0.14285714285714285,24.84,2,0.9185185185185184,3.1,0.02,27.0,1.0869565217391304,0.14814814814814814,26.32426666666667,0.974972839506173,2.0,2.0,True,False,False,False,True,True,rising,True,False,True,below 35,8.0,16.0,0.5,False,False,True,True,0.6,0.375,26.32426666666667,108.69565217391305,True,False,True
79,2004-04-14,19,CLE,False,NYK,10,True,35,8.0,17.0,0.471,0.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,3.0,0.0,5.0,1.0,17.0,9.7,-6.0,0.4864091559370529,0.05882352941176471,0.18198362147406733,0.18198362147406733,1.0,1.0,0.0,22.44,2,0.5705882352941176,9.7,0.0034602076124567475,3.4,0.7575757575757576,0.5882352941176471,12.701114285714288,0.7471243697478993,3.0,0.6,True,False,False,False,False,True,rising,False,False,False,below 20,8.0,14.0,0.5714285714285714,True,False,False,False,0.4857142857142857,0.2857142857142857,2.5402228571428576,75.75757575757575,False,False,False
