G,Date,Age,Tm,game_location,Opp,game_result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,FTR,hAST%,TOV%,AST-TOV,DREB%,OREB%,POSS,Year_Number,GmSc-Per-PTS,GmSc-Per-FT,FTR-Per-FGA,PTS-Per-TOV,PTS-Per-POSS,game_result-Per-PTS,PER,PER-Per-PTS,STLS-and-BLKS,STL-BLK-Per-PF,Won,High-3P%-Shooting,High-FG%-Shooting,Over-3-BLKs-and-STLs,Played-Above-Avg-Min,Above-Avg-FT%,Career-Stage,Above-Avg-PTS-Per-POSS,More-BLKs-Than-STLs,More-AST-Than-TOV,PTS-Cat,2P,2PA,2P%,2P%-Above-50%,More than 3 Fouls,FTR-Above-Avg,Less-Than-3-TOV,PTS-Per-Min,%-Avg,PER-Per-TOV,off_rating,off_rating_above_avg,More-Than-Avg-POSS,Above-Avg-GmSc
18,2013-12-03,28,MIA,True,DET,-10,True,36,8.0,15.0,0.5329999999999999,2.0,5.0,0.4,5.0,8.0,0.625,3.0,2.0,5.0,6.0,2.0,1.0,6.0,2.0,23.0,17.3,-6.0,0.6117021276595744,0.3333333333333333,0.1948051948051948,0.1948051948051948,1.0,0.4,0.6,21.52,11,0.7521739130434782,3.46,0.02222222222222222,3.8333333333333335,1.0687732342007434,-0.43478260869565216,23.18655555555555,1.008111111111111,3.0,0.5,False,False,True,False,False,False,prime,True,False,False,below 35,6.0,10.0,0.6,True,False,True,False,0.6388888888888888,0.5,3.864425925925925,106.87732342007435,True,False,False
19,2013-12-05,28,MIA,False,CHI,-20,True,33,7.0,17.0,0.412,1.0,4.0,0.25,6.0,8.0,0.75,0.0,5.0,5.0,2.0,3.0,0.0,1.0,2.0,21.0,15.2,-21.0,0.5048076923076923,0.35294117647058826,0.08403361344537814,0.04201680672268907,2.0,1.0,0.0,21.52,11,0.7238095238095238,2.533333333333333,0.020761245674740487,21.0,0.9758364312267658,-0.9523809523809524,21.771212121212123,1.0367243867243867,3.0,3.0,False,False,False,False,False,True,prime,False,False,True,below 35,6.0,13.0,0.4615384615384616,False,False,True,True,0.6363636363636364,0.35576923076923084,21.771212121212123,97.58364312267658,False,False,False
20,2013-12-07,28,MIA,False,MIN,21,True,30,9.0,12.0,0.75,0.0,0.0,0.0,3.0,5.0,0.6,4.0,10.0,14.0,8.0,2.0,0.0,7.0,3.0,21.0,20.6,9.0,0.7304347826086957,0.25,0.2723404255319149,0.23829787234042554,1.1428571428571428,0.7142857142857143,0.2857142857142857,17.2,11,0.980952380952381,6.866666666666667,0.02083333333333333,3.0,1.2209302325581397,1.0,33.87373333333333,1.6130349206349206,2.0,0.2857142857142857,True,False,True,False,False,False,prime,True,False,True,below 35,9.0,12.0,0.75,True,False,False,False,0.7,0.375,4.839104761904761,122.09302325581396,True,False,False
21,2013-12-08,28,MIA,False,DET,15,True,35,10.0,15.0,0.667,0.0,2.0,0.0,4.0,5.0,0.8,1.0,6.0,7.0,9.0,2.0,0.0,6.0,2.0,24.0,21.1,18.0,0.6906474820143885,0.26666666666666666,0.277992277992278,0.18532818532818526,1.5,0.8571428571428571,0.14285714285714285,22.2,11,0.8791666666666668,5.275,0.017777777777777778,4.0,1.0810810810810811,0.625,29.143657142857148,1.2143190476190475,2.0,0.3333333333333333,True,False,True,False,False,True,prime,True,False,True,below 35,10.0,13.0,0.7692307692307693,True,False,False,False,0.6857142857142857,0.38461538461538464,4.857276190476191,108.10810810810811,True,False,False
22,2013-12-10,28,MIA,False,IND,-6,True,38,6.0,16.0,0.375,1.0,4.0,0.25,4.0,6.0,0.667,1.0,13.0,14.0,6.0,2.0,0.0,5.0,3.0,17.0,12.0,-2.0,0.4509283819628647,0.25,0.20100502512562807,0.1675041876046901,1.2,0.9285714285714286,0.07142857142857142,22.64,11,0.7058823529411765,3.0,0.015625,3.4,0.7508833922261484,-0.35294117647058826,14.41434210526316,0.8479024767801858,2.0,0.4,False,False,False,False,True,False,prime,False,False,True,below 20,5.0,12.0,0.4166666666666667,False,False,False,False,0.4473684210526316,0.33333333333333337,2.882868421052632,75.08833922261483,False,False,False
23,2013-12-14,28,MIA,True,CLE,7,True,40,9.0,12.0,0.75,0.0,2.0,0.0,7.0,10.0,0.7,2.0,7.0,9.0,9.0,4.0,0.0,2.0,2.0,25.0,30.0,6.0,0.746268656716418,0.5833333333333334,0.32432432432432434,0.07207207207207207,4.5,0.7777777777777778,0.2222222222222222,16.4,11,1.2,4.285714285714286,0.04861111111111111,12.5,1.5243902439024388,0.28,37.25325,1.49013,4.0,2.0,True,False,True,True,True,False,prime,True,False,True,below 35,9.0,10.0,0.9,True,False,True,True,0.625,0.45,18.626625,152.43902439024393,True,False,True
24,2013-12-16,28,MIA,True,UTA,23,True,33,13.0,17.0,0.765,0.0,1.0,0.0,4.0,5.0,0.8,1.0,8.0,9.0,9.0,1.0,0.0,3.0,1.0,30.0,29.9,24.0,0.7741935483870968,0.2352941176470588,0.2868525896414343,0.09561752988047807,3.0,0.8888888888888888,0.1111111111111111,21.2,11,0.9966666666666666,7.475,0.01384083044982699,10.0,1.4150943396226416,0.7666666666666667,44.58575757575758,1.4861919191919195,1.0,0.3333333333333333,True,False,True,False,False,True,prime,True,False,True,below 35,13.0,16.0,0.8125,True,False,False,False,0.9090909090909091,0.40625,14.861919191919194,141.50943396226415,True,False,True
25,2013-12-18,28,MIA,True,IND,3,True,36,8.0,14.0,0.5710000000000001,1.0,3.0,0.333,7.0,7.0,1.0,0.0,9.0,9.0,7.0,3.0,0.0,3.0,3.0,24.0,23.8,16.0,0.6926406926406927,0.5,0.2561756633119854,0.10978956999085088,2.333333333333333,1.0,0.0,20.08,11,0.9916666666666668,3.4,0.03571428571428571,8.0,1.195219123505976,0.125,32.09422222222222,1.3372592592592591,3.0,1.0,True,False,True,False,False,True,prime,True,False,True,below 35,7.0,11.0,0.6363636363636364,True,False,True,False,0.6666666666666666,0.4846818181818182,10.698074074074073,119.52191235059762,True,False,True
26,2013-12-20,28,MIA,True,SAC,19,True,30,8.0,11.0,0.727,1.0,2.0,0.5,1.0,2.0,0.5,2.0,4.0,6.0,8.0,1.0,1.0,1.0,1.0,18.0,21.6,14.0,0.7531380753138076,0.09090909090909093,0.3818615751789976,0.0477326968973747,8.0,0.6666666666666666,0.3333333333333333,10.88,11,1.2000000000000002,21.6,0.008264462809917356,18.0,1.6544117647058822,1.0555555555555556,36.16203333333335,2.0090018518518518,2.0,2.0,True,True,True,False,False,False,prime,True,False,True,below 20,7.0,9.0,0.7777777777777778,True,False,False,True,0.6,0.6388888888888888,36.16203333333335,165.44117647058823,True,False,False
27,2013-12-23,28,MIA,True,ATL,2,True,45,16.0,28.0,0.5710000000000001,4.0,9.0,0.444,2.0,6.0,0.333,4.0,4.0,8.0,6.0,2.0,0.0,0.0,2.0,38.0,32.6,-4.0,0.6158833063209076,0.07142857142857142,0.16282225237449116,0.0,inf,0.5,0.5,26.64,11,0.8578947368421053,16.3,0.0025510204081632647,0.0,1.4264264264264264,0.05263157894736842,36.03844444444445,0.9483801169590644,2.0,0.0,True,True,True,False,True,False,prime,True,False,True,above 35,12.0,19.0,0.631578947368421,True,False,False,True,0.8444444444444444,0.5377894736842105,0.0,142.64264264264264,True,True,True
28,2013-12-25,28,MIA,False,LAL,6,True,35,7.0,14.0,0.5,0.0,4.0,0.0,5.0,9.0,0.556,0.0,8.0,8.0,4.0,0.0,0.0,2.0,2.0,19.0,12.8,0.0,0.5198358413132695,0.35714285714285715,0.164778578784758,0.082389289392379,2.0,1.0,0.0,19.96,11,0.6736842105263158,2.56,0.025510204081632654,9.5,0.9519038076152304,0.3157894736842105,17.00351428571429,0.8949218045112783,0.0,0.0,True,False,False,False,False,False,prime,False,False,True,below 20,7.0,10.0,0.7,True,False,True,True,0.5428571428571428,0.35,8.501757142857144,95.19038076152304,False,False,False
29,2013-12-27,28,MIA,False,SAC,-5,True,43,12.0,23.0,0.522,4.0,9.0,0.444,5.0,6.0,0.833,0.0,8.0,8.0,8.0,0.0,0.0,2.0,3.0,33.0,26.1,-10.0,0.6382978723404255,0.21739130434782608,0.22315202231520226,0.055788005578800565,4.0,1.0,0.0,27.64,11,0.7909090909090909,5.2200000000000015,0.00945179584120983,16.5,1.1939218523878437,-0.15151515151515152,29.226697674418613,0.8856575052854123,0.0,0.0,False,True,True,False,True,True,prime,True,False,True,below 35,8.0,14.0,0.5714285714285714,True,False,False,True,0.7674418604651163,0.5077142857142857,14.613348837209307,119.39218523878436,True,True,True
30,2013-12-30,29,MIA,False,DEN,3,True,39,8.0,15.0,0.5329999999999999,5.0,9.0,0.556,5.0,8.0,0.625,1.0,5.0,6.0,10.0,0.0,1.0,4.0,0.0,26.0,23.4,4.0,0.6914893617021276,0.3333333333333333,0.30487804878048785,0.12195121951219512,2.5,0.8333333333333334,0.16666666666666666,21.52,11,0.8999999999999999,4.68,0.02222222222222222,6.5,1.20817843866171,0.1153846153846154,28.943179487179496,1.1131992110453652,1.0,0.25,True,True,True,False,True,False,prime,True,True,True,below 35,3.0,6.0,0.5,False,False,True,False,0.6666666666666666,0.528,7.235794871794874,120.817843866171,True,False,True
31,2014-01-02,29,MIA,True,GSW,-9,True,39,10.0,16.0,0.625,1.0,4.0,0.25,5.0,8.0,0.625,0.0,5.0,5.0,5.0,0.0,1.0,8.0,0.0,26.0,15.3,-11.0,0.6565656565656566,0.3125,0.15243902439024393,0.2439024390243903,0.625,1.0,0.0,27.52,12,0.5884615384615385,3.06,0.01953125,3.25,0.9447674418604652,-0.3461538461538461,18.06674358974359,0.6948747534516766,1.0,0.125,False,False,True,False,True,False,prime,False,True,False,below 35,9.0,12.0,0.75,True,False,False,False,0.6666666666666666,0.5,2.258342948717949,94.47674418604652,False,True,False
32,2014-01-04,29,MIA,False,ORL,16,True,35,5.0,13.0,0.385,0.0,1.0,0.0,5.0,8.0,0.625,1.0,7.0,8.0,8.0,1.0,0.0,3.0,1.0,15.0,12.7,17.0,0.4464285714285714,0.38461538461538464,0.28776978417266186,0.1079136690647482,2.6666666666666665,0.875,0.125,18.52,12,0.8466666666666666,2.54,0.02958579881656805,5.0,0.8099352051835853,1.0666666666666669,16.701971428571426,1.1134647619047615,1.0,0.3333333333333333,True,False,False,False,False,False,prime,False,False,True,below 20,5.0,12.0,0.4166666666666667,False,False,True,False,0.42857142857142855,0.20833333333333334,5.567323809523809,80.99352051835854,False,False,False
33,2014-01-05,29,MIA,True,TOR,5,True,37,12.0,18.0,0.667,0.0,0.0,0.0,6.0,7.0,0.857,1.0,3.0,4.0,5.0,1.0,0.0,1.0,1.0,30.0,26.5,1.0,0.7033997655334115,0.3333333333333333,0.18298261665141813,0.036596523330283626,5.0,0.75,0.25,21.08,12,0.8833333333333333,4.416666666666667,0.018518518518518517,30.0,1.4231499051233398,0.16666666666666666,35.034621621621625,1.167820720720721,1.0,1.0,True,False,True,False,False,True,prime,True,False,True,below 35,12.0,18.0,0.6666666666666666,True,False,True,True,0.8108108108108109,0.3333333333333333,35.034621621621625,142.31499051233396,True,False,True
34,2014-01-07,29,MIA,True,NOP,19,True,35,13.0,22.0,0.591,3.0,6.0,0.5,3.0,3.0,1.0,1.0,2.0,3.0,5.0,2.0,0.0,3.0,1.0,32.0,25.2,19.0,0.6830309498399146,0.13636363636363635,0.15910898965791567,0.0954653937947494,1.6666666666666667,0.6666666666666666,0.3333333333333333,25.32,12,0.7875,8.4,0.006198347107438016,10.666666666666666,1.263823064770932,0.59375,35.16697142857143,1.0989678571428572,2.0,0.6666666666666666,True,True,True,False,False,True,prime,True,False,True,below 35,10.0,16.0,0.625,True,False,False,False,0.9142857142857143,0.5625,11.72232380952381,126.38230647709321,True,False,True
35,2014-01-09,29,MIA,False,NYK,-10,True,41,12.0,17.0,0.706,1.0,4.0,0.25,7.0,11.0,0.636,0.0,5.0,5.0,6.0,1.0,1.0,6.0,2.0,32.0,23.9,1.0,0.7199100112485939,0.4117647058823529,0.17531044558071585,0.17531044558071585,1.0,1.0,0.0,27.84,12,0.746875,3.414285714285714,0.02422145328719723,5.333333333333333,1.1494252873563218,-0.3125,28.078829268292683,0.8774634146341463,2.0,0.3333333333333333,False,False,True,False,True,False,prime,True,False,False,below 35,11.0,13.0,0.8461538461538461,True,False,True,False,0.7804878048780488,0.5480769230769231,4.67980487804878,114.94252873563218,True,True,True
36,2014-01-10,29,MIA,False,BRK,-9,True,49,12.0,21.0,0.5710000000000001,2.0,5.0,0.4,10.0,12.0,0.833,3.0,4.0,7.0,5.0,0.0,0.0,4.0,6.0,36.0,25.7,-1.0,0.6741573033707865,0.4761904761904762,0.1400560224089636,0.11204481792717086,1.25,0.5714285714285714,0.42857142857142855,27.28,12,0.7138888888888889,2.57,0.022675736961451247,9.0,1.3196480938416422,-0.25,25.329448979591827,0.7035958049886619,0.0,0.0,False,False,True,False,True,True,prime,True,False,True,above 35,10.0,16.0,0.625,True,True,True,False,0.7346938775510204,0.5125,6.332362244897957,131.96480938416423,True,True,True
37,2014-01-15,29,MIA,False,WAS,-17,True,41,8.0,18.0,0.444,0.0,4.0,0.0,9.0,10.0,0.9,2.0,6.0,8.0,7.0,2.0,0.0,4.0,1.0,25.0,20.9,-15.0,0.5494505494505495,0.5,0.2074074074074074,0.11851851851851852,1.75,0.75,0.25,24.4,12,0.836,2.322222222222222,0.027777777777777776,6.25,1.0245901639344264,-0.68,23.93382926829269,0.9573531707317078,2.0,0.5,False,False,False,False,True,True,prime,False,False,True,below 35,8.0,14.0,0.5714285714285714,True,False,True,False,0.6097560975609756,0.2857142857142857,5.983457317073173,102.45901639344262,False,False,False
38,2014-01-17,29,MIA,False,PHI,15,True,36,7.0,13.0,0.5379999999999999,0.0,1.0,0.0,7.0,8.0,0.875,1.0,7.0,8.0,10.0,2.0,1.0,3.0,3.0,21.0,22.6,17.0,0.625,0.5384615384615384,0.3355704697986577,0.10067114093959732,3.333333333333333,0.875,0.125,18.52,12,1.0761904761904764,3.2285714285714286,0.04142011834319526,7.0,1.1339092872570196,0.7142857142857143,30.46483333333333,1.4507063492063492,3.0,1.0,True,False,True,False,False,True,prime,True,False,True,below 35,7.0,12.0,0.5833333333333334,True,False,True,False,0.5833333333333334,0.2916666666666667,10.154944444444444,113.39092872570194,True,False,True
39,2014-01-18,29,MIA,False,CHA,8,True,44,13.0,25.0,0.52,0.0,3.0,0.0,8.0,10.0,0.8,2.0,6.0,8.0,6.0,1.0,0.0,2.0,4.0,34.0,25.7,13.0,0.5714285714285714,0.32,0.15894039735099338,0.052980132450331126,3.0,0.75,0.25,29.4,12,0.7558823529411764,3.2125,0.0128,17.0,1.1564625850340136,0.2352941176470588,28.027704545454537,0.8243442513368981,1.0,0.5,True,False,True,False,True,True,prime,True,False,True,below 35,13.0,22.0,0.5909090909090909,True,True,True,True,0.7727272727272727,0.29545454545454547,14.013852272727268,115.64625850340137,True,True,True
40,2014-01-20,29,MIA,False,ATL,-7,True,38,11.0,21.0,0.524,3.0,7.0,0.429,5.0,8.0,0.625,1.0,3.0,4.0,6.0,1.0,0.0,3.0,1.0,30.0,21.9,0.0,0.6048387096774194,0.2380952380952381,0.1775147928994083,0.08875739644970415,2.0,0.75,0.25,26.52,12,0.73,4.38,0.011337868480725623,10.0,1.1312217194570136,-0.2333333333333333,27.598368421052648,0.919945614035088,1.0,0.3333333333333333,False,True,True,False,True,False,prime,True,False,True,below 35,8.0,14.0,0.5714285714285714,True,False,False,False,0.7894736842105263,0.5002142857142857,9.199456140350883,113.12217194570135,True,True,False
41,2014-01-21,29,MIA,True,BOS,7,True,38,10.0,19.0,0.526,0.0,4.0,0.0,9.0,11.0,0.818,1.0,7.0,8.0,4.0,2.0,0.0,3.0,1.0,29.0,23.1,10.0,0.5985552115583075,0.4736842105263158,0.12810248198558846,0.09607686148919137,1.3333333333333333,0.875,0.125,25.84,12,0.7965517241379311,2.566666666666667,0.024930747922437668,9.666666666666666,1.1222910216718267,0.2413793103448276,28.883921052631568,0.9959972776769508,2.0,0.6666666666666666,True,False,True,False,True,True,prime,True,False,True,below 35,10.0,15.0,0.6666666666666666,True,False,True,False,0.7631578947368421,0.3333333333333333,9.627973684210522,112.22910216718266,True,True,True
42,2014-01-23,29,MIA,True,LAL,7,True,37,9.0,15.0,0.6,2.0,4.0,0.5,7.0,13.0,0.5379999999999999,2.0,11.0,13.0,6.0,1.0,0.0,5.0,1.0,27.0,22.2,4.0,0.6375442739079102,0.4666666666666667,0.1864801864801865,0.15540015540015542,1.2,0.8461538461538461,0.15384615384615385,23.72,12,0.8222222222222222,3.1714285714285717,0.031111111111111114,5.4,1.1382799325463744,0.25925925925925924,28.767297297297297,1.0654554554554554,1.0,0.2,True,True,True,False,False,False,prime,True,False,True,below 35,7.0,11.0,0.6363636363636364,True,False,True,False,0.7297297297297297,0.5681818181818181,5.753459459459459,113.82799325463745,True,False,False
43,2014-01-26,29,MIA,True,SAS,12,True,27,8.0,15.0,0.5329999999999999,1.0,3.0,0.333,1.0,1.0,1.0,0.0,7.0,7.0,6.0,1.0,0.0,4.0,4.0,18.0,12.4,21.0,0.5815831987075929,0.06666666666666668,0.2355250245338567,0.15701668302257113,1.5,1.0,0.0,19.44,12,0.6888888888888889,12.4,0.004444444444444445,4.5,0.9259259259259259,0.6666666666666666,21.932444444444453,1.2184691358024695,1.0,0.25,True,False,True,False,False,True,prime,False,False,True,below 20,7.0,12.0,0.5833333333333334,True,True,False,False,0.6666666666666666,0.4581666666666667,5.483111111111113,92.59259259259258,False,False,False
44,2014-01-29,29,MIA,True,OKC,-17,True,42,12.0,20.0,0.6,1.0,5.0,0.2,9.0,9.0,1.0,1.0,2.0,3.0,3.0,0.0,0.0,3.0,1.0,34.0,24.8,-17.0,0.7003089598352215,0.45,0.0990916597853014,0.0990916597853014,1.0,0.6666666666666666,0.3333333333333333,25.96,12,0.7294117647058824,2.7555555555555555,0.0225,11.333333333333336,1.3097072419106317,-0.5,28.203142857142854,0.8295042016806723,0.0,0.0,False,False,True,False,True,True,prime,True,False,False,below 35,11.0,15.0,0.7333333333333333,True,False,True,False,0.8095238095238095,0.4666666666666667,9.401047619047619,130.97072419106317,True,True,True
45,2014-02-01,29,MIA,False,NYK,15,True,39,13.0,22.0,0.591,1.0,3.0,0.333,3.0,6.0,0.5,1.0,7.0,8.0,7.0,6.0,0.0,2.0,3.0,30.0,29.1,14.0,0.6036217303822937,0.13636363636363635,0.206794682422452,0.059084194977843424,3.5,0.875,0.125,25.64,12,0.97,9.7,0.006198347107438016,15.0,1.1700468018720749,0.5,37.05341025641025,1.235113675213675,6.0,3.0,True,False,True,True,True,False,prime,True,False,True,below 35,12.0,19.0,0.631578947368421,True,False,False,True,0.7692307692307693,0.4822894736842105,18.526705128205126,117.00468018720748,True,True,True
46,2014-02-03,29,MIA,True,DET,6,True,38,9.0,19.0,0.474,0.0,3.0,0.0,6.0,8.0,0.75,1.0,7.0,8.0,11.0,2.0,2.0,1.0,1.0,24.0,26.0,6.0,0.5263157894736842,0.3157894736842105,0.3160919540229885,0.02873563218390805,11.0,0.875,0.125,22.52,12,1.0833333333333333,4.333333333333333,0.016620498614958446,24.0,1.0657193605683837,0.25,33.18071052631579,1.3825296052631582,4.0,4.0,True,False,False,True,True,True,prime,False,False,True,below 35,9.0,16.0,0.5625,True,False,True,True,0.631578947368421,0.28125,33.18071052631579,106.57193605683837,False,False,True
47,2014-02-05,29,MIA,False,LAC,4,True,40,11.0,20.0,0.55,3.0,7.0,0.429,6.0,8.0,0.75,1.0,7.0,8.0,12.0,3.0,1.0,7.0,2.0,31.0,27.7,3.0,0.6512605042016807,0.3,0.28037383177570097,0.1635514018691589,1.7142857142857142,0.875,0.125,29.52,12,0.8935483870967742,4.616666666666666,0.015,4.428571428571429,1.0501355013550135,0.12903225806451613,33.39940000000001,1.0774,4.0,0.5714285714285714,True,True,True,True,True,True,prime,False,False,True,below 35,8.0,13.0,0.6153846153846154,True,False,False,False,0.775,0.5221923076923077,4.771342857142858,105.01355013550136,False,True,True
48,2014-02-08,29,MIA,False,UTA,-5,True,39,4.0,13.0,0.308,1.0,6.0,0.16699999999999998,4.0,6.0,0.667,0.0,7.0,7.0,5.0,0.0,0.0,5.0,2.0,13.0,4.5,0.0,0.4100946372239748,0.3076923076923077,0.1934235976789168,0.1934235976789168,1.0,1.0,0.0,20.64,12,0.3461538461538461,1.125,0.02366863905325444,2.6,0.6298449612403101,-0.38461538461538464,4.163743589743594,0.32028796844181484,0.0,0.0,False,False,False,False,True,False,prime,False,False,False,below 20,3.0,7.0,0.42857142857142855,False,False,False,False,0.3333333333333333,0.29778571428571426,0.8327487179487187,62.984496124031004,False,False,False
49,2014-02-11,29,MIA,False,PHO,6,True,40,12.0,22.0,0.545,2.0,5.0,0.4,11.0,14.0,0.7859999999999999,1.0,8.0,9.0,3.0,5.0,0.0,4.0,2.0,37.0,30.6,8.0,0.6457242582897034,0.5,0.08415147265077139,0.11220196353436186,0.75,0.8888888888888888,0.1111111111111111,31.16,12,0.827027027027027,2.7818181818181817,0.022727272727272728,9.25,1.1874197689345314,0.16216216216216214,36.94955,0.9986364864864864,5.0,1.25,True,False,True,True,True,True,prime,True,False,False,above 35,10.0,17.0,0.5882352941176471,True,False,True,False,0.925,0.49411764705882355,9.2373875,118.74197689345314,True,True,True
50,2014-02-12,29,MIA,False,GSW,1,True,42,14.0,26.0,0.5379999999999999,4.0,8.0,0.5,4.0,7.0,0.5710000000000001,1.0,12.0,13.0,9.0,2.0,0.0,2.0,1.0,36.0,32.4,-2.0,0.6138107416879796,0.15384615384615385,0.22318660880347174,0.04959702417854928,4.5,0.9230769230769232,0.07692307692307693,30.08,12,0.8999999999999999,8.1,0.00591715976331361,18.0,1.1968085106382977,0.027777777777777776,37.55209523809523,1.0431137566137565,2.0,1.0,True,True,True,False,True,False,prime,True,False,True,above 35,10.0,18.0,0.5555555555555556,True,False,False,True,0.8571428571428571,0.5277777777777778,18.776047619047613,119.68085106382979,True,True,True
51,2014-02-18,29,MIA,False,DAL,11,True,38,16.0,23.0,0.696,4.0,8.0,0.5,6.0,8.0,0.75,2.0,7.0,9.0,6.0,2.0,0.0,3.0,2.0,42.0,37.4,19.0,0.7835820895522387,0.2608695652173913,0.1675977653631285,0.08379888268156425,2.0,0.7777777777777778,0.2222222222222222,27.52,12,0.8904761904761904,6.2333333333333325,0.011342155009451795,14.0,1.5261627906976745,0.2619047619047619,48.665578947368424,1.1587042606516291,2.0,0.6666666666666666,True,True,True,False,True,True,prime,True,False,True,above 35,12.0,15.0,0.8,True,False,False,False,1.105263157894737,0.65,16.22185964912281,152.61627906976744,True,True,True
52,2014-02-20,29,MIA,False,OKC,22,True,33,15.0,22.0,0.682,1.0,5.0,0.2,2.0,5.0,0.4,1.0,6.0,7.0,3.0,4.0,0.0,8.0,1.0,33.0,22.6,9.0,0.676923076923077,0.09090909090909093,0.08480565371024736,0.2261484098939929,0.375,0.8571428571428571,0.14285714285714285,31.2,12,0.6848484848484849,11.3,0.004132231404958678,4.125,1.0576923076923077,0.6666666666666666,33.27863636363637,1.0084435261707991,4.0,0.5,True,False,True,True,False,False,prime,False,False,False,below 35,14.0,17.0,0.8235294117647058,True,False,False,False,1.0,0.5117647058823529,4.159829545454547,105.76923076923077,False,True,True
53,2014-02-27,29,MIA,True,NYK,26,True,36,13.0,19.0,0.684,1.0,2.0,0.5,4.0,6.0,0.667,0.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,31.0,25.1,21.0,0.7093821510297482,0.21052631578947367,0.14897579143389195,0.037243947858472994,4.0,1.0,0.0,22.64,12,0.8096774193548387,6.275,0.0110803324099723,31.0,1.3692579505300353,0.8387096774193549,34.007888888888886,1.0970286738351256,0.0,0.0,True,True,True,False,False,False,prime,True,False,True,below 35,12.0,17.0,0.7058823529411765,True,False,False,True,0.8611111111111112,0.6029411764705883,34.007888888888886,136.92579505300353,True,False,True
54,2014-03-01,29,MIA,True,ORL,14,True,31,8.0,12.0,0.667,0.0,2.0,0.0,4.0,5.0,0.8,1.0,8.0,9.0,7.0,4.0,0.0,2.0,1.0,20.0,24.0,14.0,0.6956521739130435,0.3333333333333333,0.2994652406417112,0.0855614973262032,3.5,0.8888888888888888,0.1111111111111111,15.2,12,1.2,6.0,0.027777777777777776,10.0,1.3157894736842106,0.7,38.32303225806452,1.9161516129032257,4.0,2.0,True,False,True,True,False,True,prime,True,False,True,below 35,8.0,10.0,0.8,True,False,True,True,0.6451612903225806,0.4,19.16151612903226,131.57894736842107,True,False,True
55,2014-03-03,29,MIA,True,CHA,17,True,41,22.0,33.0,0.667,8.0,10.0,0.8,9.0,12.0,0.75,3.0,4.0,7.0,4.0,0.0,0.0,2.0,2.0,61.0,48.8,16.0,0.7881136950904393,0.2727272727272727,0.08948545861297537,0.044742729306487684,2.0,0.5714285714285714,0.42857142857142855,37.28,12,0.7999999999999999,5.4222222222222225,0.008264462809917356,30.5,1.636266094420601,0.2786885245901639,58.71419512195123,0.9625277888844463,0.0,0.0,True,True,True,False,True,True,prime,True,False,True,above 35,14.0,23.0,0.6086956521739131,True,False,False,True,1.4878048780487805,0.7043478260869566,29.357097560975614,163.62660944206007,True,True,True
56,2014-03-04,29,MIA,False,HOU,-3,True,36,9.0,18.0,0.5,0.0,3.0,0.0,4.0,6.0,0.667,1.0,0.0,1.0,6.0,3.0,0.0,1.0,1.0,22.0,18.7,-15.0,0.5275779376498799,0.2222222222222222,0.21543985637342908,0.03590664272890485,6.0,0.0,1.0,20.64,12,0.85,4.675,0.012345679012345678,22.0,1.0658914728682172,-0.13636363636363635,25.15416666666666,1.1433712121212118,3.0,3.0,False,False,False,False,False,False,prime,False,False,True,below 35,9.0,15.0,0.6,True,False,False,True,0.6111111111111112,0.3,25.15416666666666,106.5891472868217,False,False,False
57,2014-03-06,29,MIA,False,SAS,-24,True,38,6.0,18.0,0.333,0.0,3.0,0.0,7.0,9.0,0.778,3.0,5.0,8.0,7.0,2.0,0.0,5.0,5.0,19.0,11.5,-10.0,0.4264870931537598,0.3888888888888889,0.20423048869438368,0.14587892049598833,1.4,0.625,0.375,23.96,12,0.6052631578947368,1.6428571428571428,0.021604938271604937,3.8,0.7929883138564273,-1.263157894736842,13.663052631578946,0.7191080332409973,2.0,0.4,False,False,False,False,True,True,prime,False,False,True,below 20,6.0,15.0,0.4,False,True,True,False,0.5,0.2,2.7326105263157894,79.29883138564273,False,False,False
58,2014-03-09,29,MIA,False,CHI,-7,True,45,8.0,23.0,0.348,1.0,3.0,0.333,0.0,0.0,0.0,1.0,8.0,9.0,8.0,3.0,1.0,4.0,1.0,17.0,12.1,6.0,0.3695652173913043,0.0,0.22857142857142854,0.11428571428571427,2.0,0.8888888888888888,0.1111111111111111,26.0,12,0.7117647058823531,0.0,0.0,4.25,0.6538461538461539,-0.4117647058823529,12.301511111111115,0.7236183006535948,4.0,1.0,False,False,False,True,True,False,prime,False,False,True,below 20,7.0,20.0,0.35,False,False,False,False,0.37777777777777777,0.3415,3.0753777777777787,65.38461538461539,False,True,False
59,2014-03-10,29,MIA,True,WAS,9,True,36,10.0,15.0,0.667,3.0,4.0,0.75,0.0,0.0,0.0,2.0,5.0,7.0,8.0,3.0,0.0,3.0,3.0,23.0,23.8,14.0,0.7666666666666667,0.0,0.3076923076923077,0.1153846153846154,2.6666666666666665,0.7142857142857143,0.2857142857142857,16.0,12,1.0347826086956522,0.0,0.0,7.666666666666668,1.4375,0.39130434782608703,33.228611111111114,1.4447222222222218,3.0,1.0,True,True,True,False,False,False,prime,True,False,True,below 35,7.0,11.0,0.6363636363636364,True,False,False,False,0.6388888888888888,0.6931818181818181,11.076203703703705,143.75,True,False,True
